Key	Value
[NAME]凝神查看，发现北方的凹槽正微微发亮。不过此处阵图已经点亮了。	[NAME] Ngưng thần xem xét, phát hiện phía bắc chỗ lồi lõm đang hơi phát sáng. Nhưng nơi trận đồ này đã bật sáng rồi.
[NAME]凝神查看，发现北方的凹槽正微微发亮。	[NAME] Ngưng thần xem xét, phát hiện phía bắc chỗ lồi lõm đang hơi phát sáng.
这部分阵图已经被点亮了。	Đại bộ phận trận đồ này bị bật sáng rồi.
[NAME]尝试对发亮的凹槽中注入法力。只见一道道碧绿的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Chỉ thấy một vệt điếu văn xach bích nhanh chóng lan ra, rất nhanh đã lấp vào một phần tư trận pháp.
[NAME]尝试对发亮的凹槽中注入法力。只见一道道赤红的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Chỉ thấy một vệt điếu văn đỏ đậm nhanh chóng lan ra, rất nhanh đã lấp vào một phần tư trận pháp.
[NAME]尝试对发亮的凹槽中注入法力。只见一道道灿金的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Chỉ thấy một vệt điếu văn ánh kim sáng chói nhanh chóng lan ra, rất nhanh đã lấp vào một phần tư trận pháp.
[NAME]尝试对发亮的凹槽中注入法力。只见一道道漆黑的条纹从凹槽处快速蔓延，很快就填满了四分之一张阵图。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Chỉ thấy một vệt điếu văn đen nhánh nhanh chóng lan ra, rất nhanh đã lấp vào một phần tư trận pháp.
随着最后一片阵图被点亮，整张阵图光华大放。化做一张图卷投入[NAME]怀中	Thuận theo mảnh trận đồ cuối cùng bị bật sáng, cả trận đồ chói sáng khắp nơi. Dùng một tấm trận đồ quyển để đi vào [NAME] trong lòng
[NAME]尝试对发亮的凹槽中注入法力。没想到阵图上传来一股绝强的反震之力。瞬间将[NAME]的经脉震伤。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Không ngờ trên trận đồ truyền đến một luồng khí phản ngược cực mạnh. Nháy mắt đem [NAME] kinh mạch chấn thương.
真气反震	Chân khí phản chấn
[NAME]尝试对发亮的凹槽中注入法力。然而注入的法力如同泥牛入海，毫无踪迹。	[NAME] Thử truyền pháp lực vào trong chỗ lòi lõm. Thế nhưng pháp lực truyền vào như muối đổ bể, không hề có tung tích.
[NAME]游览山中景色，竟然发现一件奇怪的事。一般而言，独立大千世界之外的洞天福地往往不具备日升月落，四季流转之变化。然而以自身元神期的修为感应，此处洞天竟然能明显感到节气阴阳的流转，四季变化居然与外界完全一致。	[NAME] Du lãm cảnh sắc trong núi, lại phát hiện một chuyện kỳ quái. Nói tóm lại, độc lập đại thiên thế giới bên ngoài Động thiên Phúc địa thường thường không có đủ Mặt trời lên cao mặt trăng lặn, biến hóa vòng chảy bốn mùa. Thế mà lấy tu vi nguyên thần của bản thân cảm ứng, nơi động thiên này vậy mà có thể cảm nhận rõ ràng vòng chảy của tiết âm dương, biến hóa bốn mùa lại hoàn toàn giống như thế giới bên ngoài.
“这是沟通大千小千的大神通啊！”意识到这一点的同时，[NAME]被道法无垠之玄妙震撼，竟然大有所悟。	"Đây là nối liền với đại thần thông của đại thiên tiểu thiên a!" Nhận thức được điểm này đồng thời, [NAME] bị huyền diệu của đạo pháp bao la rung động, lại có nhiều chỗ lĩnh ngộ ra.
[NAME]游览山中景色，觉得此地仙境真的美轮美奂。不过[NAME]总觉得这里和自己去过的其他洞天福地有什么不一样的地方。	[NAME] Du lãm cảnh sắc trong núi, cảm thấy tiên cảnh này thật lộng lẫy. Bất quá [NAME] tổng cảm thấy  nơi này cùng bản thân đi qua Cái khác Động thiên Phúc địa có cái gì không giống địa phương.
“毕竟是青莲仙人缔造的仙境，有些不同也是理所应当嘛！”[NAME]并没有深究这件事。	"Dù sao cũng là tiên cảnh do Thanh Liên tiên nhân dựng nên, có chỗ không giống cũng là đương nhiên thôi!" [NAME] Cũng không có nghiên cứu kỹ sự việc này.
[NAME]漫步游览，发现此时如外界一般，正是春天时分，万物复苏。	[NAME] Chậm rãi du lãm, Phát hiện lúc này y hệt thế giới bên ngoài, đang là lúc mùa xuân, vạn vật sống lại.
[NAME]漫步游览，发现此时如外界一般，正是夏天时分，烈日高照。	[NAME] Chậm rãi du lãm, Phát hiện lúc này y hệt thế giới bên ngoài, đang là lúc mùa hạ, mặt trời trên cao chói chan.
[NAME]漫步游览，发现此时如外界一般，正是秋天时分，满山金红。	[NAME] Chậm rãi du lãm, Phát hiện lúc này y hệt thế giới bên ngoài, đang là lúc mùa thu, khắp núi đỏ vàng.
[NAME]漫步游览，发现此时如外界一般，正是冬天时分，银装素裹。	[NAME] Chậm rãi du lãm, Phát hiện lúc này y hệt thế giới bên ngoài, đang là lúc mùa đông, Màu bạc bao phủ khắp nơi.
[NAME]无意之间发现了登仙台上杂乱的纹理竟然是反向书写的古代篆文，他将所有的篆文转录下来并施法，成功打开了一间隐藏的密室，并获得了东华帝君留下的传承。	[NAME] vô ý ở giữa phát hiện Đăng Tiên Đài thượng tạp nhạp hoa văn lại là đảo ngược viết cổ đại chữ triện, hắn đem tất cả chữ triện xoay lại đồng thời thi pháp, thành công mở ra một gian mật thất ẩn tàng, cũng thu được truyền thừa Đông Hoa Đế Quân để lại.
[NAME]尽可能的探索了登仙台的每一寸土地，但还是一无所获。	[NAME] Tận khả năng thăm dò Đăng Tiên Đài mỗi một tấc đất, nhưng vẫn không thu hoạch được gì.
东华帝君的遗迹已经被有缘人得到，[NAME]欣赏了一下此处的风景就离开此地。	Đông Hoa Đế Quân di tích đã bị người hữu duyên đạt dược, [NAME] Thưởng thức phong cảnh nơi đây một chút rồi rời đi.
[NAME]怀着虔诚之心进入飞雷洞，发现此地布置异常简单，只有一张石床和一张石桌，除去石桌上四角有四个似乎久用而磨出的凹痕，并没有什么异常。	[NAME] Mang thành kính chi tâm tiến vào Phi Lôi Động, phát hiện nơi đây bố trí dị thường đơn giản, chỉ có một cái giường đá cùng một cái bàn đá, Trừ đi bốn góc của bàn đá có bốn vết sâu tựa như dùng lâu ngày mà ra, thì không có gì dị thường.
[NAME]行礼以示尊敬，刚准备离开此地，突然福至心灵。[NAME]竟然莫名想起青莲山山腰竹庐中的神秘阵图。	[NAME] Hành lễ tỏ vẻ tôn kính, vừa chuẩn bị rời khỏi nơi này, Đột nhiên phúc chí tâm linh. [NAME] lại tự dưng nghĩ đến trận đồ trong trúc lư ở sướn núi Thanh Liên Sơn.
“这其中一定有关联！”[NAME]心中巨震，但知道此地有一位蜀山的太上长老看守，只能暂时假装神色不变的离开此地	"Bên trong nhất định có liên quan!" [NAME] trong lòng rung động, nhưng biết được nơi này có vị trưởng lão thái thượng của Thục Sơn trông coi, chỉ có thể thần sắc bất biến
[NAME]再次来到石桌前，果然发现四象遮天图微微颤动，似乎有所感应。然而此时此地，在蜀山太上长老的看守下，[NAME]并不敢轻举妄动……	[NAME] Lại đến trước bàn đá, Quả nhiên phát hiện Tứ tượng già thiên đồ có chút rung động , tựa như có cảm ứng. Nhưng giờ này nơi đây, dưới sự trông coi của trưởng lão thái thượng Thục Sơn, [NAME] cũng không dám manh động...
该怎么办呢？是否要通知蜀山联合调查？或是创造一个无人的机会，偷偷尝试？[NAME]若有所思，先行离开此地。(未完待续)	Nên làm gì bây giờ ? Có cần báo cho Thục Sơn liên hợp điều tra không ? Hoặc là tạo ra một cơ hội lúc không có người, lén thử xem? [NAME] như có điều suy nghĩ, trước tiên rời khỏi nơi này. (Chưa xong còn tiếp)
[NAME]再次来到石桌前，想到已经从青莲仙山取得的四象遮天图，暗自琢磨此物是否是关键所在。	[NAME] Lại đến trước bàn đá, nghĩ đến lấy được tứ tượng che thiên đồ từ Thanh Liên tiên nhân, âm thầm cân nhắc vật này phải chăng có chỗ liên quan.
[NAME]再来飞雷洞，观察凹痕，却并没有什么新的线索发现。一番探查后无果，只能暂时离去。	[NAME] Quay lại Phi Lôi Động, quan sát vết lõm, lại không có phát hiện manh mối gì mới. Sau một phen tra xét không có kết quả, chỉ có thể tạm thời rời khỏi.
[NAME]怀着虔诚之心进入飞雷洞，发现此地布置异常简单，只有一张石床和一张石桌，除去石桌上四角有四个似乎久用而磨出的凹痕，并没有什么异常。[NAME]行礼以示尊敬，便离开了此地。	[NAME] Mang thành kính chi tâm tiến vào Phi Lôi Động, phát hiện nơi đây bố trí dị thường đơn giản, chỉ có một cái giường đá cùng một cái bàn đá, Trừ đi bốn góc của bàn đá có bốn vết sâu tựa như dùng lâu ngày mà ra, thì không có gì dị thường. [NAME] Hành lễ tỏ vẻ tôn kính, liền rời đi.
[NAME]敏锐的捕捉到了那一丝灵光，盘膝而坐，自丹霞绝壁的奇景中参悟出一套心法。	[NAME] Nhạy cảm bắt được một tia linh quang, ngồi xếp bằng, ở trong Đan Hà Tuyệt Bích kỳ cảnh lĩnh hội được một bộ tâm pháp.
[NAME]苦苦思索，但是始终无法抓住那一闪而逝的灵光，只得无奈离去。	[NAME] Khổ sở suy nghĩ, nhưng từ đầu tới cuối không cách nào bắt được linh quang chợt lóe rồi biến mất kia, đành phải bất đắc dĩ rời đi.
[NAME]欣赏了这罕见的奇景，随后离开了此地。	[NAME] Thưởng thức kỳ cảnh hiếm thấy này, sau đó bỏ về.
[NAME]神游之间，突然冥冥之中闪过一道灵光，眼前翻涌的云雾似乎形成一道神奇的轨迹。[NAME]凝神细看，却发现这道轨迹缺多有残缺，无法识别。[NAME]只得将这纹理记下来，带回了门派。	[NAME] trong lúc như đi vào cõi tiên, đột nhiên từ nơi sâu xa hiện lên một đạo linh quang, mây mù cuồn cuộn ở trước mắt tựa hồ hình thành một quỹ tích thần kỳ. [NAME] ngưng thần nhìn kỹ, lại phát hiện quỹ tích này thiếu xót quá nhiều, không cách nào phân biệt. [NAME] Đành phải ghi nhớ lại hoa văn này, mang về môn phái.
[NAME]神游之间，突然冥冥之中闪过一道灵光，眼前翻涌的云雾似乎形成一道神奇的轨迹。[NAME]凝神细看，发现这道轨迹与凤栖崖梧桐木上的痕迹似乎可以互补。\n[NAME]尝试将两套纹理拼合，竟然从中悟出一套秘法。	[NAME] trong lúc như đi vào cõi tiên, đột nhiên từ nơi sâu xa hiện lên một đạo linh quang, mây mù cuồn cuộn ở trước mắt tựa hồ hình thành một quỹ tích thần kỳ. [NAME] ngưng thần nhìn kỹ, Phát hiện đạo này quỹ tích cùng Phượng Tê Nhai ngô đồng Mộc ở phía trên vết tích tựa hồ có thể bổ sung. \n[NAME] Thử đem hai bộ hoa văn hợp lại, vậy mà từ đó ngộ ra một bộ bí pháp.
[NAME]欣赏了一会这里的景色，随后离开了此地。	[NAME] Thưởng thức cảnh sắc nơi đây một hồi, sau đó bỏ về.
[NAME]神游之间，突然发现眼前梧桐木上的纹理似乎并非天然生成，细看之下，却发现似乎残缺了一半，无法识别。[NAME]只得将这纹理记下来，带回了门派。	[NAME] trong lúc như đi vào cõi tiên, đột nhiên Phát hiện trước mắt ngô đồng Mộc ở phía trên hoa văn tựa hồ cũng không phải là thiên nhiên tạo ra, sau khi nhìn kỹ, lại phát hiện tựa hồ là một nửa không trọn vẹn, không cách nào phân biệt. [NAME] Đành phải ghi nhớ lại hoa văn này, mang về môn phái.
[NAME]神游之间，突然发现眼前梧桐木上的纹理似乎并非天然生成。[NAME]凝神细看，发现这些纹理与潜龙渊云海中的轨迹似乎可以互补。\n[NAME]尝试将两套纹理拼合，竟然从中悟出一套秘法。	[NAME] trong lúc như đi vào cõi tiên, đột nhiên Phát hiện trước mắt ngô đồng Mộc ở phía trên hoa văn tựa hồ cũng không phải là thiên nhiên tạo ra. [NAME] ngưng thần nhìn kỹ, Phát hiện những hoa văn này cùng Tiềm Long Uyên biển mây bên trong quỹ tích tựa hồ có thể bổ sung. \n[NAME] Thử đem hai bộ hoa văn hợp lại, vậy mà từ đó ngộ ra một bộ bí pháp.
[NAME]突然心有所感，[IT]闭目凝神，竟然将这飞瀑千钧冲击之势化入剑法之中，领悟出一套绵绵不绝的剑势。	[NAME] đột nhiên trong lòng có rung động, [IT] nhắm mắt ngưng thần, vậy mà đem khí thế thiên quân xung kích của thác nước hóa nhập vào kiếm pháp, lĩnh ngộ ra một bộ kiếm thế miên miên không dứt.
[NAME]突然心有所感，[IT]闭目凝神，竟然将这飞瀑绵绵不绝之势融入自身气脉运转之中，领悟出一套悠久绵长的吐纳之术。	[NAME] đột nhiên trong lòng có rung động, [IT] nhắm mắt ngưng thần, vậy mà đem cái này thác nước rả rích không dứt chi thế dung nhập tự thân khí mạch vận chuyển bên trong, lĩnh ngộ ra một bộ Thổ Nạp Chi Thuật.
[NAME]发现洞口的纹理似乎和《太上忘情道》扉页上所画的代表极天宫的符号有些相似，但又有许多不同。[NAME]以各种手法试探这些符号，但毫无结果，只能离去。	[NAME] Phát hiện hoa văn của cửa động dường như có hơi tương tự hoa văn trên < Thái Thượng Vong Tình Đạo > đại diện cho ký hiệu của Cực Thiên Cung, nhưng lại có nhiều thứ bất đồng. [NAME] Với các loại thủ pháp để thử ký hiệu này, nhưng không hề có kết quả, chỉ có thể rời đi.
[NAME]对此处的探索毫无头绪，只得离去。	[NAME] Thăm dò không có đầu mối gì với nơi này, chỉ phải rời đi.
[NAME]仔细参悟石壁，发现这些石壁上的图形，与《太上忘情道》的运功路线同源同理。	[NAME] Tỉ mỉ tìm hiểu thạch bích, phát hiện đồ hình trên những thạch bích này, cùng < Thái Thượng Vong Tình Đạo > lộ tuyến vận công cùng một nguyên lý.
[NAME]仔细体悟，对照自己对功法的理解，大有领悟！	[NAME] Tỉ mỉ thể ngộ, đối chiếu với sự thấu hiệu công pháp của mình, có rất nhiều lĩnh ngộ!
[NAME]仔细参悟石壁，虽然大多数无法看懂，但触类旁通之下，还是大有感悟！。	[NAME] Tỉ mỉ tìm hiểu thạch bích, tuy đa số nhìn không hiểu, nhưng dưới phép loại suy, vẫn có rất nhiều cảm ngộ! .
[NAME]仔细调查石壁，隐隐之间察觉到石壁上的符号似乎隐藏着什么信息。但是[NAME]却始终抓不到那一丝灵感，只得作罢。	[NAME] Tỉ mỉ điều tra thạch bích, trong mơ hồ phát giác được vách đá ở phía trên ký hiệu tựa hồ ẩn giấu đi tin tức gì. Nhưng mà [NAME] thủy chung không bắt được linh cảm đó, đành phải coi như thôi.
[NAME]看着石壁上天然生成的纹路，不禁再次感慨造化神奇。	[NAME] Nhìn đường văn thiên nhiên trên thạch bích, không khỏi một lần nữa cảm khái tạo hóa thần kỳ.
[NAME]发现造化玉籽已经凝结，于是按照秘法将其采集下来。	[NAME] Phát hiện Hạt ngọc tạo hóa đã ngưng kết, vì vậy hái nó xuống theo lời bí pháp.
[NAME]发现三年之期未满，造化玉籽并未凝结。只得离去。	[NAME] Phát hiện chưa đủ chu kỳ ba năm, Hạt giống tạo hóa vẫn chưa ngưng kết. Chỉ phải rời đi.
[NAME]决定离开此地。	[NAME] Quyết định rời khỏi nơi đây.
[NAME]来到龙台遗迹，一番找寻之下，竟然真的找到一些宝物。	[NAME] Đi đến di tích Long Đài , sau một phen tìm kiếm , vậy mà lại thật sự tìm được một vài bảo vật .
[NAME]来到龙台遗迹，试图寻找一些机缘。然而一时不慎，竟然误入上古龙族的陷阱。	[NAME] Đi đến di tích Long Đài , thử tìm một chút cơ duyên . Nhưng mà nhất thời vô ý , rơi vào cái bẫy của Long tộc thượng cổ .
[NAME]使尽浑身解数，才逃了性命。	[NAME] Dốc hết toàn thân thủ đoạn, mới thoát được tính mệnh .
龙穴禁制	Cấm chế Long Huyệt
[NAME]来到仙魔战场，一番找寻之下，竟然真的找到一些宝物。	[NAME] Đi đến chiến trường tiên ma , sau một phen tìm kiếm , vậy mà lại thật sự tìm được một vài bảo vật .
[NAME]来到仙魔战场，试图寻找一些机缘。然而一时不慎，竟然陷入一块破碎的时空破片中。	[NAME] Đi đến chiến trường tiên ma , thử tìm một chút cơ duyên . Nhưng mà nhất thời vô ý , vậy mà lại rơi vào một mảnh không gian vỡ vụn .
时空破片中时间流逝异常，虽然外界不过短短一炷香时间，[NAME]已经在其中挣扎了%s年才脱身而出。	Giữa không gian vụn vỡ thời gian trôi qua rất lạ  , bên ngoài cùng lắm trôi qua một nén nhang , [NAME] đã vùng vẫy trong đó  %s năm mới thoát thân .
[NAME]苍老了%s年。	[NAME] đã già nua %s Năm.
[NAME]想了想，还是决定离开此地。	[NAME] Nghĩ rồi nghĩ, quyết định rời khỏi nơi đây .
[NAME]掳走了几个凡人。幸运的是，此事滴水不漏，无人察觉。	[NAME] bắt cóc vài phàm nhân . May mắn là, hành sự trót lọt , không ai hay biết .
[NAME]掳走了几个凡人。不幸的是，此事走漏了风声，宣扬开来。	[NAME] bắt cóc vài phàm nhân . Xui xẻo là , việc này đã để lộ ra chút tin đồn, truyền đi.
[NAME]掳走了几个凡人。不幸的是，此事走漏了风声，竟然被一伙正派人士知晓，竟然一路追索，找上门来。	[NAME] bắt cóc vài phàm nhân . Xui xẻo là , việc này đã để lộ ra chút tin đồn, bị đám nhân sĩ chính phái biết được , một đường đuổi đánh , tìm tới cửa .
[SCHOOL]的弟子见到[NAME]连忙上来拜见，[NAME]心情不错，顺手指点了这些晚辈一些修为上的事。分别时，[SCHOOL]的弟子恭敬的邀请你来他们门派做客。	[SCHOOL] đệ tử nhìn thấy [NAME] Vội vàng đi lên bái kiến, [NAME] tâm trạng không sai, thuận tay chỉ bảo những vãn bối này một chút chuyện tinh tiến tu vi. Lúc ly biệt, [SCHOOL] đệ tử cung kính mời ngươi tới môn phái của bọn họ làm khách.
[NAME]和[SCHOOL]的弟子热情的交谈，双方一起到附近有名的酒楼畅饮一番。临分别时，[SCHOOL]的弟子硬是送了你一些当地特产的礼物，并邀请你有空再来[SCHOOL]转转。	[NAME] cùng [SCHOOL] đệ tử nhiệt tình nói chuyện với nhau, song phương cùng đến quán rượu nổi danh ở gần đó uống một phen. Trước lúc ly biệt, [SCHOOL] đệ tử kiên cường đưa ngươi một món quà đặc sản nơi này, đồng thời mời ngươi rảnh rỗi lại đến [SCHOOL] đi dạo.
[NAME]和[SCHOOL]的弟子打了声招呼，大家在路边聊了聊修行界最近发生的趣事，并约好下次互相拜访。	[NAME] cùng [SCHOOL] đệ tử lên tiếng chào hỏi, mọi người ở ven đường hàn huyên những chuyện thú vị xảy ra gần đây ở tu hành gới, đồng thời hẹn lần sau bái phỏng lẫn nhau.
[NAME]对[SCHOOL]的弟子点头示意，对方看了[NAME]一眼，也点了点头。	[NAME] đối với [SCHOOL] đệ tử gật đầu ra hiệu, đối phương nhìn [NAME] một cái, cũng nhẹ gật đầu.
[SCHOOL]的弟子很愤怒，并放出狠话让[NAME]和他的宗门最近小心点。	[SCHOOL] đệ tử rất phẫn nộ, đồng thời nói ra ngoan thoại khiến cho [NAME] Cẩn thận một chút với tông môn của hắn ở gần đây.
[SCHOOL]的弟子很诧异的看了[NAME]一眼，不知道为何他会说出这无礼的言论。	[SCHOOL] đệ tử rất kinh ngạc nhìn [NAME] một cái, không biết vì sao hắn dám nói lời lẽ vô lễ này.
[SCHOOL]的弟子冷笑两声，掏出法宝向[NAME]发起了攻击。[NAME]考虑身处敌人门派所在地，不欲恋战，施了个手法脱身而去。	[SCHOOL] đệ tử cười lạnh hai tiếng, lấy ra pháp bảo hướng về phía [NAME] Phát động công kích. [NAME] Do dự vì thân đang ở chỗ môn phái địch nhân, không muốn tham chiến, làm một cái thủ pháp thoát thân.
[SCHOOL]的弟子勃然大怒，掏出法宝准备动手，但似乎顾忌什么，最终留下狠话悻悻离开。	[SCHOOL] đệ tử giận tím mặt, lấy ra pháp bảo chuẩn bị động thủ, nhưng tựa hồ cố kỵ cái gì, cuối cùng chỉ có thể tiếc nuối rời đi.
[NAME]忙于赶路，匆匆离去了。	[NAME] Bận bịu lên dường, vội vàng rời đi.
[SCHOOL]的弟子上来跟[NAME]打了个招呼，却见[NAME]神色冷漠的匆匆离去，心中略有不满。	[SCHOOL] đệ tử cùng lên [NAME] bắt chuyện với nhau, đã thấy [NAME] Thần sắc lạnh lùng vội vàng rời đi, trong lòng hơi có bất mãn.
[SCHOOL]的弟子勃然大怒，祭出法宝斩向[NAME]。[NAME]以一对多，不慌不忙，施展出师门所传的剑法对敌。一时间天空剑气纵横。	[SCHOOL] đệ tử giận tím mặt, xuất ra pháp bảo chém về phía [NAME]. [NAME] Lấy một đối nhiều, không chút hoang mang, thi triển kiếm pháp sư môn sở truyền để đối địch. Trong lúc nhất thời kiếm khí tung hoành khắp trời.
[NAME]技高一筹，瞅准一个破绽，将对方领头的弟子一剑枭首，对方溃败，作鸟兽散。	[NAME] Cao hơn một bậc, nhìn chuẩn một sơ hở, một kiếm đem dẫn đầu đệ tử của đối phương bêu đầu, đối phương tan tác, tan tác như chim muông.
[SCHOOL]的弟子勃然大怒，祭出法宝斩向[NAME]。[NAME]也祭出法宝对敌，双方战作一团。	[SCHOOL] đệ tử giận tím mặt, xuất ra pháp bảo chém về phía [NAME]. [NAME] Cũng xuất pháp bảo ra đối địch, song phương chiến thành một đoàn.
双方斗了几个回合，[NAME]感觉灵气不继，一时疏忽被对方破了法术。[NAME]慌乱中夺路逃窜，虽然中了对方两招，但顺利逃脱了性命。	Song phương đấu mấy hiệp, [NAME] Cảm giác linh khí không đủ, nhất thời sơ sẩy bị đối phương phá pháp thuật. [NAME] Trong lúc bối rối cướp đường chạy trốn, mặc dù trúng hai chiêu của đối phương, nhưng thuận lợi đào thoát tính mệnh.
[SCHOOL]的弟子勃然大怒，挥手放出七八道阴森森的剑光向[NAME]杀来。[NAME]以一对多，不慌不忙，施展出师门所传的剑法对敌。一时间天空剑气纵横。	[SCHOOL] đệ tử giận tím mặt, phất tay thả ra bảy tám đạo âm trầm kiếm quang hướng về phía [NAME] Đánh tới. [NAME] Lấy một đối nhiều, không chút hoang mang, thi triển kiếm pháp sư môn sở truyền để đối địch. Trong lúc nhất thời kiếm khí tung hoành khắp trời.
[SCHOOL]的弟子勃然大怒，挥手放出七八道阴森森的剑光向[NAME]杀来。[NAME]也祭出法宝对敌，双方战作一团。	[SCHOOL] đệ tử giận tím mặt, phất tay thả ra bảy tám đạo âm trầm kiếm quang hướng về phía [NAME] Đánh tới. [NAME] Cũng xuất pháp bảo ra đối địch, song phương chiến thành một đoàn.
[SCHOOL]的弟子恨恨的看了看你，但摄于你的修为，并没有做什么过激的事。	[SCHOOL] đệ tử oán hận nhìn ngươi một cái, nhưng hút lấy tu vi của ngươi, cũng không làm chuyện gì quá khích.
[NAME]选择无视对面，可[SCHOOL]的几名弟子却冷笑一声，祭出法宝向[NAME]发动了猛烈的攻击。	[NAME] Lựa chọn không nhìn đến đối diện , Khả [SCHOOL] mấy tên đệ tử lại cười lạnh một tiếng, xuất ra pháp bảo hướng về phía [NAME] Phát động công kích mãnh liệt.
[SCHOOL]的弟子看到[NAME]大怒，喊了一声魔头受死便结成阵势向[NAME]杀来。	[SCHOOL] đệ tử nhìn đến [NAME] Giận dữ, hô một tiếng ma đầu nhận lấy cái chết liền kết thành trận thế hướng về phía [NAME] Đánh tới.
[NAME]狞笑一声，运起真力，一道匹练似的剑光纵横飞斩，转眼间就破了敌人的攻势，对面几人被一剑一个当了[NAME]的剑下亡魂。。	[NAME] Dữ tợn cười một tiếng, vận chân lực, một đạo kiếm quang như lụa tung hoành bay chém, trong nháy mắt liền phá địch nhân thế công, mấy người đối diện đều bị trảm từng kiếm [NAME] vong hồn dưới kiếm. .
[NAME]选择无视对面，可[SCHOOL]的几名弟子却相视一眼，大喊一声魔头受死，就祭出法宝向[NAME]发动了猛烈的攻击。	[NAME] Lựa chọn không nhìn đến đối diện , Khả [SCHOOL] mấy tên đệ tử lại nhìn nhau, hô to một tiếng ma đầu nhận lấy cái chết, liền xuất ra pháp bảo hướng về phía [NAME] Phát động công kích mãnh liệt.
[NAME]上前同[SCHOOL]的长老打了声招呼，两人结伴同游[SCHOOL]附近的几处胜地，品风论道，畅谈许久。临分别时，[SCHOOL]的这名长老送你一个自己炼制的小法宝作为纪念。	[NAME] Cùng tiến lên [SCHOOL] trưởng lão lên tiếng chào hỏi, hai người kết bạn cùng đi dạo [SCHOOL] Mấy chỗ thắng địa ở phụ cận, phẩm phong luận đạo, tâm trạng hồi lâu. Trước lúc ly biệt, [SCHOOL] cái này tên trưởng lão tặng ngươi một món pháp bảo do bản thân luyện chế để làm kỷ niệm .
[NAME]上前恭敬的拜见了[SCHOOL]的长老，长老很开心的同[NAME]聊了两句，并指点了他几句修行法诀。	[NAME] Tiến lên cung kính bái kiến [SCHOOL] trưởng lão, trưởng lão rất vui vẻ cùng [NAME] Hàn huyên hai câu, đồng thời chỉ điểm hắn vài câu tu hành pháp quyết.
[NAME]和[SCHOOL]的长老打了声招呼，大家聊了两句，[SCHOOL]的长老说有事在身，匆匆离去了。	[NAME] cùng [SCHOOL] trưởng lão lên tiếng chào hỏi, mọi người hàn huyên hai câu, [SCHOOL] trưởng lão nói trong người có việc, vội vàng rời đi.
[NAME]向这名[SCHOOL]的长老打了个招呼，对方看了[NAME]一眼，微不可察的点了点头。	[NAME] Hướng tên này [SCHOOL] trưởng lão lên tiếng chào, đối phương nhìn [NAME] một cái, nhẹ gật đầu khó mà thấy.
[NAME]笑嘻嘻的同[SCHOOL]的长老打了个招呼，暗中却发出了致命的一击，重创了对方。	[NAME] Cười hì hì cùng [SCHOOL] trưởng lão lên tiếng chào, âm thầm thi triển một kích trí mạng, đánh đối phương trọng thương.
[SCHOOL]的长老不敢置信的看着[NAME]，奋起反击，但最终还是被[NAME]接二连三的狠招夺去了性命。	[SCHOOL] trưởng lão không dám tin vào trước mắt mình [NAME], phấn khởi phản kích, nhưng cuối cùng vẫn là bị [NAME] Liên tiếp ngoan chiêu đoạt đi tính mệnh.
[NAME]笑嘻嘻的同[SCHOOL]的长老打了个招呼，暗中却发出了致命的一击，[SCHOOL]的长老在最后关头察觉到了这次偷袭，险之又险的躲过了这招并发起凌厉的反击。	[NAME] Cười hì hì cùng [SCHOOL] trưởng lão lên tiếng chào, âm thầm thi triển một kích trí mạng, [SCHOOL] trưởng lão tại thời khắc sống còn đã nhận ra lần này đánh lén, hiểm lại càng hiểm tránh thoát chiêu này đồng thời phát động phản kích mạnh mẽ.
[NAME]偷袭失败，心神一乱，被长老的绝招命中。最后使尽浑身解数，侥幸脱身。	[NAME] Đánh lén thất bại, tâm thần vừa loạn, bị tuyệt chiêu của trưởng lão đánh trúng. Cuối cùng dốc hết bản lĩnh mình có , May mắn thoát thân.
[SCHOOL]的长老不敢置信的看着[NAME]，刚准备逃生，就被[NAME]接二连三的狠招夺去了性命。	[SCHOOL] trưởng lão không dám tin vào trước mắt mình [NAME], vừa mới chuẩn bị chạy trốn, liền bị  [NAME] Liên tiếp ngoan chiêu đoạt đi tính mệnh.
[NAME]见面不多说，先下手为强，一记狠手向[SCHOOL]的长老身上招呼，直接重创了对方。	[NAME] Gặp mặt không nhiều lời, tiên hạ thủ vi cường, một ngoan thủ hướng về phía [SCHOOL] trưởng lão lên tiếng chào hỏi, trực tiếp đánh đối phương trọng thương.
[SCHOOL]的长老猝不及防，慌忙刚准备逃生，就被[NAME]接二连三的狠招夺去了性命。	[SCHOOL] trưởng lão vội vàng không kịp chuẩn bị, cuống quít vừa mới chuẩn bị chạy trốn, liền bị  [NAME] Liên tiếp ngoan chiêu đoạt đi tính mệnh.
