ID	Name	Desc
89	Kẻ thế mạng	[NAME] Vốn là con của người gác cổng phủ tướng quân. Tại [IT] năm đó mười tuổi, tướng quân bởi vì vòng xoáy chính trị mà bị bức hại tịch biên. Vì kéo dài huyết mạch, tưởng quân để [NAME] thay mận đổi đào, đi chết thay thiếu gia. \n[NAME] không cam lòng chết đi như thế, [IT] nhân lúc rối loạn giết chết thiếu gia, cũng nhờ ánh lửa thoát khỏi phủ tướng quân.
90	Ngoại môn đồng tử	[NAME] Sinh ra ở một nơi gọi là tiểu trấn Ngũ Lý Câu, gần tiểu trấn có một tiểu môn phái gọi là Thất Huyền Môn. [NAME] Từ nhỏ đã được tuyển chọn làm đệ tử ngoại môn. \n mặc dù [IT] về sau bị môn phái trục xuất, nhưng mấy năm kiếp sống đệ tử ngoại môn khiến cho [IT] có lý giải sơ sơ về tu hành.
91	Dược đồng	[NAME] Làm việc dưới quyền một lão lang trung, phụ trách trợ giúp lão lang trung bốc thuốc phối dược. \n Tại trong một lần trị liệu, [IT] bắt lộn phân lượng, dẫn đến bệnh tình bệnh nhân thêm nặng, suýt chút nữa mất mạng. [NAME] Vì vậy bị lão lang trung đuổi khỏi tiệm thuốc.
92	Dược Quán Tử	[NAME] Là một đứa sinh non, [IT] trời sinh yếu ớt, thường xuyên sinh bệnh, dù là bệnh nhẹ cũng đau nhức rất lâu, rất khó chữa trị. Vì vậy, [NAME] tuổi thơ hầu như là sống trong thuốc thang.
93	Tuyết nguyên thiếu niên	[NAME] Sinh ra ở một thôn xóm biên giới phía bắc. Nơi đó quanh năm tuyết lớn bao phủ, thôn dân dùng đục băng bắt cá, đi săn ở tuyết nguyên mà sống. \n[NAME] Tuổi còn nhỏ liền lộ ra thiên phú đi săn. [IT] Khi còn bé thường một thân một mình ở tuyết nguyên săn đuổi thỏ tuyết, cáo tuyết các loại thú săn cỡ nhỏ.
94	Lưu Lạc nơi sa mạc	[NAME] Sinh ra ở thành trấn sa mạc. Khi còn bé, một trận bão cát siêu lớn nuốt sống [ITS] cố hương. [IT] đi theo mấy người sống sót bước lên con đường lưu lạc. \n Trong thời gian mấy năm lưu lạc, [IT] thường xuyên nhìn thấy sống chết và lòng người, việc này khiến [IT] đã mất đi hy vọng với thế giới này.
95	Thủy hương hài tử	[NAME] sinh ra tại một vùng sông nước Giang Nam, [ITS] Cố hương là một thị trấn tọa lạc trên sông. Giữa các phòng liên kết với nhau bằng đường thủy, phong tình độc đáo. \n[NAME] Nhà có mở một tiệm tạp hóa. [IT] khi còn bé mỗi ngày đều biết chèo thuyền chở hàng hóa đi một vòng thành, hỗ trợ buôn bán.
96	Sơn trung thiếu niên	[NAME] Là đứa con của núi rừng, từ nhỏ đã theo ca ca trèo đèo lội suối, leo cây xuống sông. \n[NAME] tiếng đồng hồ đợi Nhất yêu thích hoạt động chính là trời mưa Hậu đi trên núi hái mộc nhĩ cây nấm, [IT] lần nào cũng hái nhiều hơn ca ca.
97	Thiếu niên thần tướng	[NAME] Là tướng quân trẻ tuổi của Xích Diễm quân, lúc còn trẻ đã võ công cái thế. \n Về sau Xích Diễm quân bị người hãm hại, toàn quân bị diệt. [IT] Dưới sự bảo vệ của chúng tướng sĩ giữ được tính mệnh, nhưng cũng bất hạnh thân trúng kỳ độc.
98	Thần cách chi mệnh	[NAME] Lúc sinh ra mẫu thân vì sinh khó mà chết, vừa sinh ra, cả người thơm ngát, tuy là ngày xuân, hoa tươi của cả thành bỗng chốc tàn lụi, không rõ vì sao. \n[NAME] Bởi vì thể chất đặc thù, đặc biệt dễ dàng hấp dẫn quỷ quái. [IT] khi còn bé từng gặp được cao tăng, cao tăng cho [IT] một chuỗi Phật châu cùng một tấm áo choàng da chó đen, bất luận ngồi hay nằm đều mang theo người để che đậy mùi hương, [IT] mới bình an lớn lên.
99	Võ thuật thế gia	[NAME] Phụ thân vốn là đệ nhất cao thủ của gia tộc, mà trong một lần luận võ quan trọng hi sinh vì gia tộc, trở thành tàn phế. [IT] Đem toàn bộ hi vọng đặt lên người con mình. Đáng tiếc [NAME] thiên tư bình thường, tiến bộ chậm chạp. \n Trong một lần gặp kỳ ngộ, [NAME] đạt được một khối thạch phù từ trong hồ nước, dưới sự trợ giúp của thạch phù, [ITS] tu vi gia tăng phi tốc, trở thành thiên tài của gia tộc.
100	Thiên sinh thần lực	[NAME] Trời sinh sức lực lớn vô cùng, tại [IT]8 tuổi liền có được sức lực không kém người trưởng thành, có thể huy động thiết chùy, di chuyển tảng đá lớn. \n[IT] để không cô phụ thiên phú của mình, siêng năng luyện tập gấp bội, việc này khiến [ITS] Sức lực hơn xa đồng lứa.
501	Giang hồ đại hiệp	[NAME] người có võ nghệ, ở thế tục từng làm hiệp khách cướp giàu chia nghèo. Trong một lần quyết đấu, Kẻ địch tại [IT] trên mặt lưu lại một vết sẹo dài hẹp, để [IT] trông mười phần hung ác.
502	Nữ hiệp	[NAME] người có võ nghệ, ở thế tục từng làm hiệp khách cướp giàu chia nghèo. Trong quá trình hành hiệp, [ITS] hợp tác để giúp đỡ [IT] mà mất mạng. [IT] cũng bởi vậy nản lòng thoái chí, rời khỏi giang hồ.
503	Tiêu sư về hưu	[NAME] là một người áp tải, thẳng đến [IT] vào một lần bảo vệ áp tải đầu gối trúng một mũi tên.
504	Địa chủ ác nô	[NAME] là một thủ hạ ác nô của địa chủ. Quanh năm thượng đội hạ đạp khiến [IT] hiểu được sự quan trọng của quan sát thời thế. \n nhưng mà rốt cục có một lần, [IT] vẫn là đắc tội người không nên đắc tội, Vì vậy [IT] đi vào con đường trốn chạy.
505	Đồ tể	[NAME] trước đây là thợ giết mổ, lấy giết mổ các loại súc vật kiếm sống. Việc chân tay nặng nhọc khiến [ITS] thể trạng cường tráng và đầy năng lượng. Quanh năm tàn sát khiến [IT] Đã quen mùi máu cùng tử vong.
506	Nông phu	[NAME] là nông dân, những việc nặng chân tay đều thuận buồm xuôi gió. Nhưng cuộc sống nghèo khó cùng cường độ làm việc cao đã phá vỡ [ITS] thân thể cùng tâm hồn.
507	Thủ nghệ nhân	[NAME] Học được một thân tay nghề, cũng lấy đó mà sống. Bởi vì làm việc cần, [IT] có được đôi tay khéo léo.
508	Mã tặc	[NAME] cuộc sống bức bách trở thành mã tặc, cuộc sống nuôi lưỡi đao bằng máu khiến cho [IT] dưỡng thành tận hưởng lạc thú trước mắt, tính cách hung tàn máu lạnh. Nhưng là loại cuộc sống ăn bữa hôm lo bữa mai cũng khiến [IT] lòng sinh chán nản. Trong một lần quan phủ vây quét, [IT] bị mất một cánh tay, cũng nhờ đó mà rời bỏ tổ chức.
509	Tiểu nhị quán trà	[NAME] vẫn luôn làm tiểu nhị tại một quán trà, cuộc sống hạ tầng khiến [IT] biết rõ cách làm vui lòng người khác. Sau khi mưa dầm thấm đất, cũng khiến cho [IT] hiểu sơ nấu nướng.
510	Tiểu thuyết gia	[NAME] kế thừa y bát của một người thuyết thư, [IT] dắt vật cưỡi của mình: Một con lừa, du hành bốn phía, cũng nhờ kể chuyện kiếm tài nguyên cần thiết để sống.
511	Trạng nguyên	[NAME] đã từng thi đỗ trạng nguyên, trình độ văn hóa khá cao. Bất quá [IT] lại yêu quý việc nhà nông, thậm chí vì thế từ quan quy ẩn nông thôn.
512	Lãnh tụ nghĩa quân	[NAME] đã từng là nghĩa quân lãnh tụ, vì lật đổ đất nước mục nát mà bôn ba phấn đấu. Nhưng mà cuối cùng, [IT] lại vì nội đấu mà binh lính giải tán.
513	Thành viên nghĩa quân	[NAME] đã từng tham gia nghĩa quân, hành quân nhiều khiến [IT] thể trạng cường tráng. Niềm tin cách mạng khiến [IT] ý chí kiên định.
514	Lãnh tụ phản tặc	[NAME] là người cầm đầu phản quân, [IT] tinh thông chỉ huy, trừng trị tàn bạo và lãnh khốc, dẫn đầu đám thủ hạ là một tên cướp bóc đốt giết, một bên giằng co cùng quân đội triều đình. Trong một lần chiến dịch, [ITS] quân đội bị vây quét, [NAME] may mắn giữ lại một cái mạng.
515	Thành viên phản tặc	[NAME] bởi vì bất mãn thuế cao mà gia nhập phản quân. Nhưng mà tác phong hành sự đốt giết cướp bóc của phản quân khiến [IT] không thể nhịn được nữa. Trong một đêm, [IT] kiêu binh không việc ác gì không làm giết chết một số đồng đội rồi chạy trốn suốt đêm.
516	Đào phạm	[NAME] là tội phạm vượt ngục, mấy năm sống kiếp lẩn trốn khiến [ITS] tinh thần cực độ nhạy cảm và căng thẳng. Việc này khiến [ITS] cảm xúc phản ứng kịch liệt hơn, cũng khiến cho [ITS] phản ứng càng nhạy cảm.
517	Sát nhân	[NAME] là một đao phủ hung tàn, phụ trách xử quyết tử hình phạm nhân. Tay đã nhuộm vô số máu tươi khiến [ITS] tâm như sắt đá.
518	Nanh vuốt tà phái	[NAME] là người đại diện cho tà phái, phụ trách liên lạc và làm ăn của giáo phái tại nhân gian. Mặc dù [IT] không hề được truyền thụ phương pháp tu luyện, nhưng cũng mở mang được rất nhiều điều thần kỳ.
519	Lang trung y quán	[NAME] là một thầy lang tại gia, mặc dù [IT] y thuật cũng không tính là cao siêu, nhưng chữa trị bệnh nhẹ thì dễ như trở bàn tay.
520	Lang Trung chiến trường	[NAME] là y tá trong quân đội, [ITS] y thuật tinh xảo, đồng thời cuộc sống trong quân đội khiến [IT] có được ý chí quân nhân.
521	Lang trung du phương	[NAME] là một thầy lang tha phương, [IT] yêu thích y thuật, lấy chữa trị thương hoạn làm nhiệm vụ của mình. Vào nam ra bắc du lịch khiến [IT] kiến thức rộng rãi, cũng mài giũa ra [ITS] một thân y thuật.
522	Thú y	[NAME] là một bác sĩ thú y, mặc dù cũng có thể chữa trị cho người, nhưng [ITS] thủ pháp trị liệu rất thô kệch mà không câu nệ tiểu tiết.
523	Khuân vác bến tàu	[NAME] là tên khuân vác tại bến tàu, làm việc nặng nhọc khiến [ITS] thể trạng cường tráng, sức lực rất lớn. Nhưng cái này cũng tiêu hao [ITS] Thân thể .
524	Thiêu sơn công	[NAME] là gánh đồ leo núi, làm việc nặng nhọc khiến [ITS] thể trạng rất cường tráng. Mà thường xuyên đi đường núi khiến [IT] có được khả năng cân bằng cao. Nhưng cái này cũng tiêu hao [ITS] Thân thể .
525	Võ Quán giáo viên	[NAME] là giáo viên tại võ quán, [ITS] thân thủ không tệ, ở địa phương có thanh danh không tệ. \n dạy bảo một lần nữa, [IT] lỡ chạm phải ngực nữ đồ đệ có quyền thế mà bị trục xuất, đã mất đi tất cả tài sản và thân phận.
526	Tư thục tiên sinh	[NAME] là thầy giáo tư thục, [ITS] học vấn cao thâm, nhưng bởi vì tính cách nghiêm túc với lại mười phần cổ hủ, bởi vậy không được học sinh yêu thích. Trong một lần khoa cử, [IT] bắt được một tên quý tộc gian lận. Sau đó liền bị trả thù, bị đánh gãy một cái chân.
527	Sơn địa liệp nhân	[NAME] là một thợ săn vùng núi, [ITS] thân thủ mạnh mẽ, giỏi về sử dụng bẫy đi săn động vật. [IT] có một con chó săn trung thành hợp tác.
528	Băng nguyên liệp nhân	[NAME] là một thợ săn vùng tuyết. [IT] thể trạng vô cùng cường tráng, có thể mình trần chạy trong băng thiên tuyết địa mà không cảm thấy rét lạnh.
529	Du mục liệp nhân	[NAME] là một thợ săn vùng thảo nguyên, ngủ ngoài chốn hoang dã lâu ngày khiến [IT] không cách nào ngủ say.
530	Hoàng gia liệp nhân	[NAME] là một thợ săn cho hoàng thất, phụ trách dạy bảo con cháu hoàng thất kỹ xảo đi săn. [ITS] kỹ thuật hơn người, giỏi về giao tiếp, nhưng cuộc sống trong hoàng thất cũng khiến [IT] có nhu cầu mãnh liệt đối với đồ ăn.
531	Bà mối	[NAME] biết ăn nói, thích nhất là nhiều chuyện với láng giềng. [IT] nhiệt tình mai mối với thanh niên đến tuổi dựng vợ gả chồng, là bà mối nổi danh tám thôn mười dặm.
532	Phụ tá	[NAME] là một quân y, [IT] mặc dù không gọi là túc trí đa mưu, nhưng tính cách cẩn thận quá cũng khiến [IT] nhiều lần nhìn thấu địch nhân mai phục cùng kế sách. Việc này khiến [IT] có một chút tự đắc.
533	Bộ khoái	[NAME] là một tên bổ khoái, phụ trách bắt tội phạm. Nhiều năm sống kiếp bổ khoái, [IT] đắc tội rất nhiều kẻ thù, cũng rơi vào một thân thương bệnh.
534	Tương mệnh	[NAME] trà trộn chợ búa, kiếm sống nhờ đoán số mệnh cho người. [IT] cũng không có công phu gì thật, chỉ là dựa vào thói ăn nói lung tung. Chỉ là nhiều năm chợ búa trải nghiệm để cho [IT] ánh mắt sắc bén, thường có thể đem tình huống nói tám chín phần.
535	Đan thanh	[NAME] là thợ điêu khắc, am hiểu vẽ cảnh vẽ người. [IT] ở quê nhà có một cửa hàng buôn bán tranh vẽ, vẽ tranh cho đám cưới đám ma kiếm sống.
536	Lính hậu cần	[NAME] là một đầu bếp quân đội. [IT] Đã quen nồi lớn nấu cơm, làm ra món ăn hương vị quá đáng chán, nhưng mà tốc độ kinh người, có thể rất nhanh làm xong lượng lớn đồ ăn.
537	Mã phu	[NAME] sống trong một cái chuồng ngựa nào đó. [IT] phụ trách chặt cỏ cho mấy trăm con ngựa mỗi ngày, Đút ăn. \n cuộc sống lặp đi lặp lại khiến [IT] cảm thấy rất không thú vị, [IT] thường xuyên một bên nuôi ngựa một bên huyễn tưởng những cái kia Chí Quái trong tiểu thuyết thần kỳ cố sự.
538	Người chăn thả	[NAME] là thành viên của một bộ lạc ở thảo nguyên. [IT] thị lực tốt bẩm sinh, bởi vậy được xếp cho công việc chăn nuôi của bộ tộc. \n mỗi ngày làm nhiệm vụ chăn nuôi mười phần nặng nề, ngoại trừ phòng ngừa súc vật lạc đường, còn phải phòng dã thú xâm chiếm. Việc này khiến [NAME] thân thủ trở nên mười phần nhanh nhẹn.
539	Lộng triều nhi	[NAME] là một tên lộng triều, hàng năm con nước lên, [IT] sẽ triển khai kỹ xảo của mình khi mới bắt đầu chiến đấu, dùng cái này để lấy lòng quan to hiển quý. Mà ở thời gian khác, [IT] nhất định phải rèn luyện khắc khổ, duy trì trạng thái của mình, để tránh bị thất sủng vào năm sau lúc triều cường, thậm chí mất đi tính mạng.
540	Phong thủy sư	[NAME] là một bậc thầy phong thủy, [IT] danh khắp thiên hạ, từng tuyển chọn âm trạch dương trạch cho vô số quý nhân quan to. Thậm chí hoàng tộc đương triều cũng từng thuê [IT] làm cố vấn.
541	Thần trù	[NAME] là một bếp trưởng danh chấn thiên hạ. [ITS] Tài nấu nướng cao siêu, truyền thuyết kể từng ở trong mộng được tiên nhân đưa tới tiên giới nấu nướng mỹ thực.
542	Đốc công	[NAME] là giám sát viên của triều đình ở địa phương, [IT] rất có năng lực, được ủy nhiệm xây dựng cho Hoàng đế một tòa hành cung xa hoa. Nhưng là người hà khắc, thường xuyên dùng cực hình với công nhân, thậm chí làm chết không ít người.
543	Kiến trúc sư	[NAME] lúc tuổi còn trẻ liền thành tên trứ danh Kiến trúc sư, đi theo học tập bậc thầy xây dựng nổi danh thiên hạ. \n tại [IT] trong quá trình học nghệ, đã từng phụ trách thiết kế và xây dựng một tòa lâm viên của vương phủ, từ đây vang danh thiên hạ.
544	Tạp kỹ giả	[NAME] là diễn viên xiếc, [IT] cùng đồng bạn của mình đi các nơi du đãng diễn xuất, biểu diễn một vài kỹ nghệ tinh xảo để kiếm sống. Nhiều năm diễn nghệ kiếm sống để cho [IT] có được khả năng chuyên tâm vượt xa người thường, [IT] có thể vào lúc khắp trời khen hay mà không phân tâm, cùng nhau tiến hành động tác biểu diễn nguy hiểm.
545	Vũ xà nhân	[NAME] tổ tiên truyền lại nghề điều khiển rắn cao siêu, [IT] từ nhỏ nuôi một con rắn xanh cực độc, cũng có thể tiến hành trao đổi thân mật. [IT] dựa vào kỹ xảo này mà mưu sinh, thậm chí tránh thoát một lần bạn đồng hành tấn công.
546	Sái hầu nhân	[NAME] là nghệ nhân xiếc khỉ, [IT] từ nhỏ khổ luyện một bộ Đả Hầu Tiên gia truyền đã tuyệt tích, thân thủ linh hoạt, võ nghệ siêu quần. \n trong một lần biểu diễn, [ITS] hầu tử đắc tội một tên du côn. Vì cứu hầu tử mà bị côn đồ gọi người vây công, mù một con mắt.
547	Chủ khách sạn	[NAME] ở vùng biên cương có kinh doanh một khách sạn, bởi vì vị trí trọng yếu, cho nên làm ăn cũng tốt. Chỉ là người vãng lai nhiều mà lại tạp, chung quy sẽ xảy ra một vài tình huống nháo sự phá hoại. \n vì ứng phó những tình huống này, [NAME] thuê rất nhiều côn đồ, bản thân cũng dốc hết sức học chút quyền cước phòng thân.
548	Tín đồ tục gia	[NAME] trải qua cuộc sống nghèo khó mười phần, việc này khiến [IT] cả ngày đắm chìm trong đau khổ. Vì trong đau khổ tìm được một tâm hồn để dựa vào, [NAME] trở thành một tên tín đồ tục gia, ẩn giấu nội tâm của bản thân triệt để, cũng từ đó tìm được sự yên bình.
549	Khất cái	[NAME] vốn là một kiến trúc sư, có một gia đình mỹ mãn, cũng có chút tích góp. Nhưng là một lần tình cờ trải nghiệm khiến cho [IT] đam mê đánh bạc, việc này khiến [IT] táng gia bại sản, vợ con ly tán, cuối cùng biến thành tên ăn mày.
550	Lãng tử	[NAME] gia học uyên thâm, là dòng dõi gia đình có học. Thế nhưng là [IT] lại chán ghét gia đình cho [IT] bị sắp đặt phải thi đỗ công danh. Vì thế [IT] luyện tập võ nghệ lén lút, trốn nhà rời đi, trở thành một gã lãng tử du lịch giữa sĩ lâm và giang hồ.
551	Thanh quan nhân	[NAME] vốn là nữ tướng quân, bởi vì cha bị cuốn vào phản đảng phân tranh mà cửa nát nhà tan, lưu lạc phong trần. \n[IT] bởi vì tài sắc đều tốt mà có thể trở thành một thanh quan, không cần nhờ vả tiếp khách. Nhưng là cuộc sống ăn bữa hôm lo bữa mai khiến [IT] cảm thấy rất tuyệt vọng.
552	Đào hát	[NAME] dung mạo mỹ miều, có thể được tuyển chọn trở thành một đào hát. Theo [IT] danh khí đại biến, [IT] có thể tiến vào phủ của quan to để biểu diễn, việc này khiến [IT] nếm trải mùi vị một cách sống khác. [IT] bắt đầu trở nên đua đòi, muốn đạt được giàu có để thoát khỏi thân phận đào hát.
553	Yên hoa nữ tử	[NAME] từ nhỏ bị cha bán đi để trả nợ, vì vậy lưu lạc trong kỹ viện. \n nhiều năm lăn lộn phong trần, [IT] thường thấy thế gian đủ loại trò hề. Nhưng [IT] sâu trong lòng vẫn tin tưởng vào tương lai.
554	Người nuôi ong	[NAME] là một người nuôi ong, [IT] tính tình cởi mở, biết ăn nói, [ITS] Tài ăn nói được rất nhiều người tin tưởng [IT] bán mật ong càng tốt hơn loại bình thường, thậm chí có thể kéo dài tuổi thọ. Vì vậy, không ít người nơi khác đến đây mua [ITS] mật ong.
555	Vũ nữ	[NAME] Phải một Vũ nữ, là trụ cột của gánh hát rong. [IT] có quá khứ rất thương tâm, bởi vậy đem gánh hát trở thành nơi gửi gắm tình cảm, bỏ một lượng lớn tâm huyết.
556	Người kéo thuyền	[NAME] chưa từng đi học, cả người không có khí lực [IT] kiếm sống bằng nghề lái thuyền trên sông. Bởi vì đầu óc không quá sáng suốt, [IT] chung quy bị người khác bắt nạt, nhưng [IT] thậm chí không nhận ra mình bị bắt nạt [IT], cả ngày cười ngây ngô.
557	Phòng thu chi	[NAME] cho làm quản lý sổ sách kinh doanh, [ITS] làm việc mười phần nặng nhọc, cả ngày tính toán biến động của kim tiền. Trừ cái đó ra, đối phó với khắp nơi xin xỏ và yêu cầu cũng khiến [IT] lo lắng hết lòng.
558	Hộ viện	[NAME] vì báo đáp ân cứu mạng, làm hộ viện cho đại thiện nhân nổi tiếng ở địa phương. [IT] vì làm việc tận tâm tận lực, thường xuyên tuần tra bảo vệ trắng đêm không ngủ. \n vào một lần tình huống nguy cấp, [IT] tự mình ngăn cản một đao trí mạng, việc này khiến [ITS] nội tạng bị trọng thương, mà lại chậm chạp không thể khỏi hẳn.
559	Quản gia	[NAME] ông nội là đương triều Tể tướng quản gia. Sau khi ông nội qua đời, [IT] kế thừa chức vị này. \n Ở trong quá trình này, [IT] Chắc chắn phải đối đầu với lượng lớn tin tức hắc ám, những sự đen tối trên quan trường nhanh chóng ăn mòn [IT], để [IT] trở nên máu lạnh và vô tình.
560	Đường nhân sư phó	[NAME] là một bậc thầy kẹo đường cao siêu. [IT] tâm linh thủ xảo, có thể nặn kẹo đường thành nhiều hình dạng. \n[ITS] tay nghề cao làm bọn nhỏ rất thích, [IT] cũng thích thú.
561	Tiều phu	[NAME] là một thợ đốn củi. Năm gần đây triều đình xây dựng rầm rộ, [IT] cũng đi theo người giám sát bôn ba tứ xứ. \n trong một lần khai hoang lâm trường, [IT] bị người địa phương tức giận tập kích, [IT] trong lúc hỗn loạn bị người đạp gãy đùi phải.
562	Thợ mỏ	[NAME] bán thân làm thợ mỏ cho một mỏ quặng. Cả ngày đào mỏ không thấy ánh mặt trời khiến [IT] thích cảnh vật hắc ám. Lao động chăm chỉ để cho [IT] có được thể lực cường tráng.
563	Giám sát mỏ	[NAME] là con cháu chi thứ của một đại gia tộc, bị đày đi giám sát một quặng mỏ của gia tộc, [IT] chán ghét vận mệnh của mình cùng gia tộc an bài, làm tăng thêm sự phẫn nộ của công nhân. Việc này khiến [IT] trở nên ngang ngược và tàn khốc.
564	Vu sư	[NAME] tự xưng có thể cảm ứng được một chút tiên nhân chỉ thị từ nơi sâu xa, cũng mượn nhờ [IT] lực lượng xu cát tị hung. [IT] bỏ ra mấy năm thời gian kinh doanh, trở thành một vu sư có chút danh tiếng.
565	Thầy cúng	[NAME] Gặp phải một giấc mộng kỳ quái, ở trong mơ bị gọi là "Thần" mục đích tuyển chọn, trở thành người phát ngôn của thần. \n không có một sở trường gì [IT] ngay từ đầu đã lâm vào khủng hoảng, nhưng mà theo thời gian chuyển dời, [IT] dần dà học được hồ ngôn loạn ngữ mà mặt không biến sắc, cũng dần mất đi phương hướng khi có trong tay quá nhiều quyền lợi, trở nên hoang đường và tàn nhẫn.
566	Miếu Thành Hoàng	[NAME] là người trông coi miếu Thành Hoàng, [IT] là người thận trọng mà rộng lượng. Rất nhiều năm trôi qua, hội chùa của thị trấn đều có [IT] kinh nghiệm xử lý của bản thân, có được sự ủng hộ và yêu quý của hương thân.
567	Đạo sĩ dởm	[NAME] là một đạo sĩ trong đạo quán vô danh. [IT] không cha không mẹ, cũng không thạo một nghề, cả ngày nhìn đạo thư tu luyện nhưng không tìm được cửa vào. Ngày bình thường chủ trì giúp người ta việc cúng bái lễ tang lễ cưới kiếm sống.
568	Kiếm khách	[NAME] là một kiếm khách, [IT] Khi ra tay nhất định mang theo một mặt nạ quỷ dị, chưa từng để người khác nhìn thấy diện mạo, bởi vậy trong chốn võ lâm không người nào biết [ITS] thân phận. \n[IT] kiếm thuật cực cao, thân thủ nhanh như tia chớp, trong truyền thuyết, [ITS] khi sát kiếm đã xuất, không người nào có thể bắt được [ITS] thân ảnh.
569	Du hiệp	[NAME] là một hiệp khách cướp giàu chia nghèo, vì trốn tránh quan phủ truy nã, [IT] không có chỗ ở cố định, lấy trời đất làm nhà.
570	Thích khách	[NAME] trải qua thời gian sinh sống cực kỳ nghèo khó, trong khoảng thời gian đó, [IT] học được cách che giấu cảm xúc, đồng thời dưỡng thành kiên nhẫn hơn người. Vì vậy, [IT] bị tổ chức phát giác, huấn luyện thành một thích khách bí mật. \n bên ngoài, [IT] nhà buôn bán quan tài, nhưng mà lén lút, [IT] sẵn sàng chờ lệnh ám sát.
571	Tử sĩ	[NAME] là tên côn đồ, đánh nhau cực kỳ hung tàn, nổi tiếng nhờ sự hung hãn không sợ chết. Lại một lần nữa bang phái nội đấu, [IT] thân chịu trọng thương thoi thóp. Nhưng mà [ITS] biểu hiện được một quan nhân qua đường nhìn thấy, tên quan viên này lén lút cứu [IT], đem [IT] ôn luyện thành tử sĩ.
572	Nỏ thủ	[NAME] là nhậm chức tinh nhuệ nỏ thủ tại Vũ Lâm Quân. Quanh năm huấn luyện bắn để cho [IT] ánh mắt nhạy cảm, trải qua chiến đấu khiến [IT] gặp chuyện không hoảng hốt.
573	Thần tiễn thủ	[NAME] vốn là một thợ săn, [IT] tài bắn cung cao siêu, có thể bắn trúng nai chạy ngoài trăm bước. \n về sau phản quân làm loạn, [IT] đáp ứng lệnh nhập ngũ, dùng tay nghề cung thuật kinh người để lại thanh danh hiển hách trong quân đội, càng được chọn vào đội ngũ thần xạ thủ át chủ bài của triều đình.
574	Trinh sát	[NAME] đối với cưỡi ngựa đặc biệt say mê, [IT] yêu thích ngồi trên lưng ngựa phi nhanh, cảm giác của phi nhanh ngàn dặm. \n[IT] đối với ngựa yêu quý và kỹ năng cưỡi ngựa tinh tế dẫn đến sự chú ý nơi đóng quân, hướng bọn họ [NAME] hứa hẹn, nếu như [IT] nguyện ý gia nhập huấn luyện trinh sát của quân đội, liền có thể cho [IT] rong ruổi trên con ngựa siêu phàm. [NAME] một lời đáp ứng.
575	Dược sư	[NAME] đặc biệt thích nghiên cứu các loại thực vật. [IT] Năng cấp tốc và chính xác phân biệt sâm Lâm trung các Trồng cây tính trạng công dụng. [IT] vì phát huy thiên phú dược sư của mình.
576	Thủ lâm nhân	[NAME] thôn làng dựa lưng vào núi lớn, rừng tùng trên núi là nơi bọn hắn ẩn núp, bọn hắn cũng là ăn mặc dùng của bảo khố. \n vì bảo hộ khu rừng tùng này, [NAME] gia nhập đội bảo vệ rừng của thôn làng.
577	Lái buôn	[NAME] đối xử với mọi người nhiệt tình, giao du rộng khắp. [IT] rất có sở trường với các mối quan hệ qua lại, việc này khiến [IT] trở thành một lái buôn ưu tú. \n[IT] nhiều lần thoải mái, cuối cùng đến tuổi xây dựng sự nghiệp tích lũy lượng lớn tài phú, đồng thời dưỡng thành tâm cảnh không quan tâm hơn thua.
578	Chủ sòng bài	[NAME] trước kia dốc hết sức cho tà phái, dựa vào bản lĩnh thật sự từng bước leo lên, dẫm đạp người khác dưới chân. \n bây giờ, [IT] kinh doanh một vài sòng bạc khổng lồ, [ITS] thế lực trải rộng hắc bạch lưỡng đạo, ở địa phương hoành hành bá đạo, không nói hai lời.
579	Dưỡng cổ nhân	[NAME] vốn là cư dân của một tòa thành nhỏ ở biên giới phía nam. Trong một lần Man tộc cướp bóc, [IT] bị bắt trở thành tù binh. \n Man nhân ép buộc [IT] làm việc nuôi cổ trùng nguy hiểm —— nghề nghiệp này rất dễ bị cổ trùng lây độc mà chết oan. \n cuộc sống được bữa sớm lo bữa tối thê thảm gần chết cùng đồng bạn khiến [IT] trở nên đặc biệt dễ gặp ác mộng.
580	Thái giám	[NAME] vì thoát khỏi cuộc sống nghèo khó, cam nguyện vứt bỏ nam phận trà trộn vào cung làm một tiểu thái giám. Tâm tư thâm trầm khát vọng quyền thế [IT] vẫn luôn đi tới cùng ắt sẽ thành công, trở thành một thái giám quyền lực điên đảo thời đó. \n nhưng mỗi khi nhớ tới nỗi đau hoạn của quý năm đó, [IT] cũng bị hối hận quẩn quanh không dứt.
581	Tiểu địa chủ	[NAME] làm ăn kiếm không ít tiền, nhưng mà [NAME] trời sinh tính lười nhác, [IT] chán ghét thương trường ngươi lừa ta gạt, chỉ muốn được bữa ăn no, cuộc sống ăn không ngồi rồi. \n Vì vậy [NAME] về nhà mua một mảnh đất, làm một tiểu địa chủ.
582	Trai bao	[NAME] sinh ra đã khôi ngô, [IT] bị em gái dâm đãng của hoàng đế đương triều nhìn trúng, trở thành trai bao. \n nhờ vào nhan sắc của mình, [IT] vì gia đình giành nhiều điều kiện ưu việt, nhưng mà cũng dẫn tới các trai bao khác ghen ghét. Cuối cùng [IT] bị âm mưu hãm hại, đã mất đi sủng ái.
